,country_name,country_code,year,growth
52,Indonesia,IDN,1961,5.740645822668131
53,IDA only,IDX,1961,0.9779552147891758
54,India,IND,1961,3.72274253269809
55,"Iran, Islamic Rep.",IRN,1961,11.477601087423198
56,Iceland,ISL,1961,-0.0846619462922149
57,Israel,ISR,1961,11.2038856174684
58,Italy,ITA,1961,8.20724591384763
59,Japan,JPN,1961,12.0435364080116
60,Kenya,KEN,1961,-7.774634904129231
61,"Korea, Rep.",KOR,1961,6.88240249038638
62,Latin America & Caribbean (excluding high income),LAC,1961,6.82662179189326
63,Latin America & Caribbean,LCN,1961,6.54938804708105
64,Lower middle income,LMC,1961,3.66603837328512
65,Low & middle income,LMY,1961,2.02585125262399
66,Lesotho,LSO,1961,1.8647951660811102
67,Late-demographic dividend,LTE,1961,-0.422929033983493
68,Luxembourg,LUX,1961,3.8299831217405296
69,Madagascar,MDG,1961,2.04863275114189
70,Mexico,MEX,1961,5.0000000024334
71,Middle income,MIC,1961,2.16713299076596
72,Myanmar,MMR,1961,0.47156108037967204
73,Mauritania,MRT,1961,15.529913316708301
74,Malawi,MWI,1961,7.63959785543926
75,Malaysia,MYS,1961,7.5979939991248795
76,North America,NAC,1961,2.3791301505143796
77,Niger,NER,1961,4.54639303650009
78,Nigeria,NGA,1961,0.191795489476007
79,Nicaragua,NIC,1961,7.49774339761831
80,Netherlands,NLD,1961,0.29554667271692403
81,Norway,NOR,1961,6.27333551040729
82,Nepal,NPL,1961,1.9082659692723603
83,OECD members,OED,1961,4.69382354431242
84,Pakistan,PAK,1961,5.987346419290461
85,Panama,PAN,1961,10.926594842509699
86,Peru,PER,1961,7.347096331455691
87,Philippines,PHL,1961,5.616579318951611
88,Papua New Guinea,PNG,1961,6.18111172032411
89,Puerto Rico,PRI,1961,7.0417384698717305
90,Portugal,PRT,1961,5.534903475675111
91,Paraguay,PRY,1961,6.90028551419526
92,Post-demographic dividend,PST,1961,4.71331942006132
93,Rwanda,RWA,1961,-4.2975260477929105
94,South Asia,SAS,1961,4.09337740463933
95,Sudan,SDN,1961,0.0223913340338271
96,Senegal,SEN,1961,2.9934482549993198
97,Singapore,SGP,1961,8.137624686230941
98,Sierra Leone,SLE,1961,1.80904355005723
99,Somalia,SOM,1961,-3.26198120234096
100,Sub-Saharan Africa (excluding high income),SSA,1961,1.45293761195818
101,Sub-Saharan Africa,SSF,1961,1.44952708979574
102,Suriname,SUR,1961,4.80000000000011
103,Sweden,SWE,1961,5.6815373442638
104,Seychelles,SYC,1961,-4.882276361321121
105,Syrian Arab Republic,SYR,1961,10.8330639000002
106,Chad,TCD,1961,1.3977436707753799
107,East Asia & Pacific (IDA & IBRD countries),TEA,1961,-11.2246916745965
108,Togo,TGO,1961,12.1693173707024
109,Thailand,THA,1961,5.36214630168787
110,Latin America & the Caribbean (IDA & IBRD countries),TLA,1961,6.530147699826241
111,South Asia (IDA & IBRD),TSA,1961,4.09337740463933
112,Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,1.44952708979574
113,Trinidad and Tobago,TTO,1961,14.0370708638721
114,Turkey,TUR,1961,1.1560693853969901
115,Upper middle income,UMC,1961,1.57583444277991
116,Uruguay,URY,1961,2.4930379183955402
117,United States,USA,1961,2.29999999999959
118,St. Vincent and the Grenadines,VCT,1961,4.5272832783310495
119,"Venezuela, RB",VEN,1961,3.19251943889358
120,World,WLD,1961,4.3213427731487695
121,South Africa,ZAF,1961,3.8447514623672
122,Zambia,ZMB,1961,1.36138199147489
123,Zimbabwe,ZWE,1961,6.3161572693812795
124,Argentina,ARG,1962,-0.8520215234819659
125,Australia,AUS,1962,1.29647768991248
126,Austria,AUT,1962,2.64867511295262
127,Burundi,BDI,1962,9.06315793459652
128,Belgium,BEL,1962,5.212003509255769
129,Benin,BEN,1962,-3.4264098228757
130,Burkina Faso,BFA,1962,6.12879878142711
131,Bangladesh,BGD,1962,5.453030969871861
132,"Bahamas, The",BHS,1962,10.451971890697699
133,Belize,BLZ,1962,4.89265218028399
134,Bermuda,BMU,1962,4.4700000000036795
135,Bolivia,BOL,1962,5.578917858144081
136,Brazil,BRA,1962,5.21605942017898
137,Botswana,BWA,1962,6.66666781380381
138,Central African Republic,CAF,1962,-3.71380018409685
139,Canada,CAN,1962,7.11677926679127
140,Chile,CHL,1962,4.026685624679359
141,China,CHN,1962,-5.579999990136
142,Cote d'Ivoire,CIV,1962,1.2269944895619198
143,Cameroon,CMR,1962,3.0415590510083597
144,"Congo, Dem. Rep.",COD,1962,21.200697514813303
145,"Congo, Rep.",COG,1962,5.20230878867108
146,Colombia,COL,1962,5.411889614077281
147,Costa Rica,CRI,1962,5.44239137289561
148,Denmark,DNK,1962,5.66682217271799
149,Dominican Republic,DOM,1962,17.0472409314375
150,Algeria,DZA,1962,-19.685041825216
151,East Asia & Pacific (excluding high income),EAP,1962,-0.12822861538983
152,Early-demographic dividend,EAR,1962,4.2417038753983
153,East Asia & Pacific,EAS,1962,6.255393954707491
154,Ecuador,ECU,1962,4.9191469416452005
155,"Egypt, Arab Rep.",EGY,1962,3.8756167229288705
156,Euro area,EMU,1962,6.389921184017509
157,Spain,ESP,1962,9.95343810301786
158,European Union,EUU,1962,5.03453222535822
159,Finland,FIN,1962,2.98194553610325
160,Fiji,FJI,1962,3.6061021412344303
161,France,FRA,1962,6.672174626335651
162,Gabon,GAB,1962,7.44921159688671
163,United Kingdom,GBR,1962,1.3279931785238102
164,Ghana,GHA,1962,4.10915860618179
165,Greece,GRC,1962,1.5335189057628797
166,Guatemala,GTM,1962,3.5365012636245
167,Guyana,GUY,1962,1.1049258108433502
168,High income,HIC,1962,5.7867403947611
169,"Hong Kong SAR, China",HKG,1962,14.290632214167099
170,Honduras,HND,1962,5.764846040544901
171,Heavily indebted poor countries (HIPC),HPC,1962,7.05269463791053
172,Haiti,HTI,1962,7.88757589411968
173,IBRD only,IBD,1962,3.6995915964183395
174,IDA & IBRD total,IBT,1962,3.9129099593025
175,IDA total,IDA,1962,5.566857885420901
176,IDA blend,IDB,1962,4.2985729868741895
177,Indonesia,IDN,1962,1.84197770236842
178,IDA only,IDX,1962,6.80365241864295
179,India,IND,1962,2.93112773666
180,"Iran, Islamic Rep.",IRN,1962,8.59043296524852
181,Iceland,ISL,1962,8.313712744235179
182,Israel,ISR,1962,10.1561171576567
183,Italy,ITA,1962,6.203650457871389
184,Japan,JPN,1962,8.908972995580779
185,Kenya,KEN,1962,9.45735874175013
186,"Korea, Rep.",KOR,1962,3.8389212808008795
187,Latin America & Caribbean (excluding high income),LAC,1962,5.93838476830821
188,Latin America & Caribbean,LCN,1962,4.79044447227201
189,Sri Lanka,LKA,1962,3.81801955804475
190,Lower middle income,LMC,1962,3.51332372861006
191,Low & middle income,LMY,1962,4.35006732258599
192,Lesotho,LSO,1962,15.331814324286098
193,Late-demographic dividend,LTE,1962,3.1732584909647996
194,Luxembourg,LUX,1962,1.35867767094877
195,Madagascar,MDG,1962,2.2710697015937997
196,Mexico,MEX,1962,4.66441466819312
197,Middle income,MIC,1962,4.204285280196809
198,Myanmar,MMR,1962,4.0868725304389395
199,Mauritania,MRT,1962,0.726608377242499
200,Malawi,MWI,1962,0.668364743014948
201,Malaysia,MYS,1962,6.421029609305889
202,North America,NAC,1962,6.19232148793625
203,Niger,NER,1962,10.278713494298401
204,Nigeria,NGA,1962,4.1029925891327
205,Nicaragua,NIC,1962,10.890798331467499
206,Netherlands,NLD,1962,6.8435073210285
207,Norway,NOR,1962,2.8139451384454306
208,Nepal,NPL,1962,1.9103200336735702
209,OECD members,OED,1962,5.85450865383127
210,Pakistan,PAK,1962,4.48285862746644
211,Panama,PAN,1962,8.24473681769302
212,Peru,PER,1962,10.0352933342212
213,Philippines,PHL,1962,4.77312184751131
214,Papua New Guinea,PNG,1962,6.37409931672065
215,Puerto Rico,PRI,1962,8.323312530314
216,Portugal,PRT,1962,6.61444776877372
217,Paraguay,PRY,1962,3.3002585177310495
218,Post-demographic dividend,PST,1962,5.889584943222291
219,Rwanda,RWA,1962,11.3337983693871
220,South Asia,SAS,1962,3.3014534408619602
221,Sudan,SDN,1962,6.91584215418324
222,Senegal,SEN,1962,-0.136235361247387
223,Singapore,SGP,1962,7.12176269703342
224,Sierra Leone,SLE,1962,4.54096706427644
225,Somalia,SOM,1962,7.076655434168839
226,Sub-Saharan Africa (excluding high income),SSA,1962,5.8649076575079295
227,Sub-Saharan Africa,SSF,1962,5.86619156104253
228,Suriname,SUR,1962,3.90000000000019
229,Sweden,SWE,1962,4.25877299399151
230,Seychelles,SYC,1962,8.40858127171896
231,Syrian Arab Republic,SYR,1962,24.521297171784898
232,Chad,TCD,1962,5.36011610893978
233,East Asia & Pacific (IDA & IBRD countries),TEA,1962,-0.12822861538983
234,Togo,TGO,1962,3.7736528324702903
235,Thailand,THA,1962,7.5542544478408304
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,4.711968754335929
237,South Asia (IDA & IBRD),TSA,1962,3.3014534408619602
238,Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,5.86619156104251
239,Trinidad and Tobago,TTO,1962,2.74246314374062
240,Turkey,TUR,1962,5.571428581804839
241,Upper middle income,UMC,1962,4.48647446081785
242,Uruguay,URY,1962,-1.5745488503376397
243,United States,USA,1962,6.1000000000000405
244,St. Vincent and the Grenadines,VCT,1962,3.69426180095051
245,"Venezuela, RB",VEN,1962,8.53293376290713
246,World,WLD,1962,5.56372446858542
247,South Africa,ZAF,1962,6.17788309531487
248,Zambia,ZMB,1962,-2.49083947454871
249,Zimbabwe,ZWE,1962,1.4344708872583
250,Argentina,ARG,1963,-5.308196826517269
251,Australia,AUS,1963,6.21427841413849
252,Austria,AUT,1963,4.13826758157036
253,Burundi,BDI,1963,4.13540741977501
254,Belgium,BEL,1963,4.35158428167051
255,Benin,BEN,1963,4.73002797546241
256,Burkina Faso,BFA,1963,-1.2680163726301898
257,Bangladesh,BGD,1963,-0.45589428993871206
258,"Bahamas, The",BHS,1963,10.5240552039871
259,Belize,BLZ,1963,4.9564341949162
260,Bermuda,BMU,1963,1.0699999999985002
261,Bolivia,BOL,1963,6.797625777275269
262,Brazil,BRA,1963,0.874672592408302
263,Botswana,BWA,1963,5.92104509641625
264,Central African Republic,CAF,1963,-0.7070107522363291
265,Canada,CAN,1963,5.181776082273691
266,Chile,CHL,1963,5.84014013697538
267,China,CHN,1963,10.299999995275801
268,Cote d'Ivoire,CIV,1963,14.4903558649229
269,Cameroon,CMR,1963,3.74255032024205
270,"Congo, Dem. Rep.",COD,1963,5.21399013434898
271,"Congo, Rep.",COG,1963,-4.02930039797286
272,Colombia,COL,1963,3.2867075536885397
273,Costa Rica,CRI,1963,6.898923444975849
274,Denmark,DNK,1963,0.637021234202422
275,Dominican Republic,DOM,1963,6.50290262966922
276,Algeria,DZA,1963,34.3137287827467
277,East Asia & Pacific (excluding high income),EAP,1963,5.7573965563933305
278,Early-demographic dividend,EAR,1963,5.33592702222283
279,East Asia & Pacific,EAS,1963,7.8388918008979
280,Ecuador,ECU,1963,2.1063682458843505
281,"Egypt, Arab Rep.",EGY,1963,10.518092619211698
282,Euro area,EMU,1963,5.7676263815564095
283,Spain,ESP,1963,9.59649887419747
284,European Union,EUU,1963,5.14874963151526
285,Finland,FIN,1963,3.2850996357034
286,Fiji,FJI,1963,6.35877197355011
287,France,FRA,1963,5.34717376737879
288,Gabon,GAB,1963,6.09243528403599
289,United Kingdom,GBR,1963,3.9562411667375397
290,Ghana,GHA,1963,4.40597420050655
291,Greece,GRC,1963,10.1360552608133
292,Guatemala,GTM,1963,9.54104392925011
293,Guyana,GUY,1963,-12.278657260638301
294,High income,HIC,1963,5.14681082161775
295,"Hong Kong SAR, China",HKG,1963,15.763922110597301
296,Honduras,HND,1963,3.58043670755038
297,Heavily indebted poor countries (HIPC),HPC,1963,3.0187528764658302
298,Haiti,HTI,1963,-1.89279255099
299,IBRD only,IBD,1963,4.70905790170207
300,IDA & IBRD total,IBT,1963,4.76469413401045
301,IDA total,IDA,1963,5.188435392759691
302,IDA blend,IDB,1963,7.89107875143861
303,Indonesia,IDN,1963,-2.23702998571657
304,IDA only,IDX,1963,2.6147127863094504
305,India,IND,1963,5.994353260950941
306,"Iran, Islamic Rep.",IRN,1963,7.2744560687307
307,Iceland,ISL,1963,10.2833828720507
308,Israel,ISR,1963,10.6957129751428
309,Italy,ITA,1963,5.60972797819829
310,Japan,JPN,1963,8.47364238279388
311,Kenya,KEN,1963,8.77834021623049
312,"Korea, Rep.",KOR,1963,9.19038693795662
313,Latin America & Caribbean (excluding high income),LAC,1963,3.66911983075993
314,Latin America & Caribbean,LCN,1963,2.58954671741223
315,Sri Lanka,LKA,1963,2.51674859426929
316,Lower middle income,LMC,1963,4.9972368450682305
317,Low & middle income,LMY,1963,5.5594799403701405
318,Lesotho,LSO,1963,10.6150699948088
319,Late-demographic dividend,LTE,1963,3.68329074455447
320,Luxembourg,LUX,1963,3.43910854038498
321,Madagascar,MDG,1963,-0.9294016237763001
322,Mexico,MEX,1963,8.10688692769648
323,Middle income,MIC,1963,5.64935667000057
324,Myanmar,MMR,1963,13.3492949251415
325,Mauritania,MRT,1963,-1.98376757473699
326,Malawi,MWI,1963,-1.3910785170258702
327,Malaysia,MYS,1963,7.338803526922691
328,North America,NAC,1963,4.4708727842833005
329,Niger,NER,1963,9.42822932100785
330,Nigeria,NGA,1963,8.57861892045217
331,Nicaragua,NIC,1963,10.865479245706
332,Netherlands,NLD,1963,3.62462153047392
333,Norway,NOR,1963,3.78504308366034
334,Nepal,NPL,1963,1.89511164336658
335,OECD members,OED,1963,5.36489146680437
336,Pakistan,PAK,1963,8.68883151825305
337,Panama,PAN,1963,8.53878880195451
338,Peru,PER,1963,4.328249818445911
339,Philippines,PHL,1963,7.0604874226715895
340,Papua New Guinea,PNG,1963,4.07252177043915
341,Puerto Rico,PRI,1963,8.65104701177748
342,Portugal,PRT,1963,5.87370211616283
343,Paraguay,PRY,1963,4.71029133746053
344,Post-demographic dividend,PST,1963,5.27247664336279
345,Rwanda,RWA,1963,-9.82044441365608
346,South Asia,SAS,1963,5.398703799483559
347,Sudan,SDN,1963,-2.84697167991408
348,Senegal,SEN,1963,1.86447856772796
349,Singapore,SGP,1963,9.98491088345075
350,Sierra Leone,SLE,1963,1.69971517292278
351,Somalia,SOM,1963,2.8088025700939703
352,Sub-Saharan Africa (excluding high income),SSA,1963,6.34097997877686
353,Sub-Saharan Africa,SSF,1963,6.34294128773854
354,Suriname,SUR,1963,5.599999999999651
355,Sweden,SWE,1963,5.32789781057986
356,Seychelles,SYC,1963,10.135602958213001
357,Syrian Arab Republic,SYR,1963,-8.6527466722076
358,Chad,TCD,1963,-1.59945401520805
359,East Asia & Pacific (IDA & IBRD countries),TEA,1963,5.7573965563933305
360,Togo,TGO,1963,4.99969427125907
361,Thailand,THA,1963,7.99983078698787
362,Latin America & the Caribbean (IDA & IBRD countries),TLA,1963,2.4546734057169597
363,South Asia (IDA & IBRD),TSA,1963,5.398703799483559
364,Sub-Saharan Africa (IDA & IBRD countries),TSS,1963,6.34294128773855
365,Trinidad and Tobago,TTO,1963,5.6045972465343
366,Turkey,TUR,1963,9.06630555240875
367,Upper middle income,UMC,1963,5.91320239265416
368,Uruguay,URY,1963,0.170458854725908
369,United States,USA,1963,4.400000000000009
370,St. Vincent and the Grenadines,VCT,1963,-6.26533852648474
371,"Venezuela, RB",VEN,1963,3.9009511638181604
372,World,WLD,1963,5.21013330317979
373,South Africa,ZAF,1963,7.3736127850247
374,Zambia,ZMB,1963,3.27239289272524
375,Zimbabwe,ZWE,1963,6.24434450666254
376,Argentina,ARG,1964,10.1302976614338
377,Australia,AUS,1964,6.97872371922269
378,Austria,AUT,1964,6.12435373762833
379,Burundi,BDI,1964,6.27303790305595
380,Belgium,BEL,1964,6.9566847334405395
381,Benin,BEN,1964,6.650759118632981
382,Burkina Faso,BFA,1964,2.28281922317825
383,Bangladesh,BGD,1964,10.9527885460418
384,"Bahamas, The",BHS,1964,10.501567201834199
385,Belize,BLZ,1964,4.99987991041317
386,Bermuda,BMU,1964,11.109999999997198
387,Bolivia,BOL,1964,3.9565965330157797
388,Brazil,BRA,1964,3.4855823042772003
389,Botswana,BWA,1964,6.832300927208481
390,Central African Republic,CAF,1964,2.08032459940857
391,Canada,CAN,1964,6.69945668193677
392,Chile,CHL,1964,2.55722054231921
393,China,CHN,1964,18.179999994202
394,Cote d'Ivoire,CIV,1964,17.6130878300437
395,Cameroon,CMR,1964,3.5471596957654397
396,"Congo, Dem. Rep.",COD,1964,-2.44022356449148
397,"Congo, Rep.",COG,1964,3.81679626783776
398,Colombia,COL,1964,6.16694132410072
399,Costa Rica,CRI,1964,3.65904831174639
400,Denmark,DNK,1964,9.26993821451796
401,Dominican Republic,DOM,1964,6.76486511614611
402,Algeria,DZA,1964,5.839413006680091
403,East Asia & Pacific (excluding high income),EAP,1964,9.8699184845611
404,Early-demographic dividend,EAR,1964,8.29132711333504
405,East Asia & Pacific,EAS,1964,10.620448979069
406,Ecuador,ECU,1964,7.40724536226813
407,"Egypt, Arab Rep.",EGY,1964,11.5075774711605
408,Euro area,EMU,1964,5.48772696797464
409,Spain,ESP,1964,5.308510245571401
410,European Union,EUU,1964,5.56810382043112
411,Finland,FIN,1964,5.238686597893481
412,Fiji,FJI,1964,4.877280730784349
413,France,FRA,1964,6.51833830272174
414,Gabon,GAB,1964,4.55445363440383
415,United Kingdom,GBR,1964,5.03828244878244
416,Ghana,GHA,1964,2.20932750489294
417,Greece,GRC,1964,8.25834025172408
418,Guatemala,GTM,1964,4.63299243243232
419,Guyana,GUY,1964,11.360282379526401
420,High income,HIC,1964,6.52667215818042
421,"Hong Kong SAR, China",HKG,1964,8.627709073099071
422,Honduras,HND,1964,5.416645571163219
423,Heavily indebted poor countries (HIPC),HPC,1964,3.23820273595456
424,Haiti,HTI,1964,-1.6473573695464
425,IBRD only,IBD,1964,7.82006998805267
426,IDA & IBRD total,IBT,1964,7.464968517828621
427,IDA total,IDA,1964,4.7727409455986605
428,IDA blend,IDB,1964,5.1149660464262805
429,Indonesia,IDN,1964,3.5296981499379703
430,IDA only,IDX,1964,4.43008303771842
431,India,IND,1964,7.45295012233005
432,"Iran, Islamic Rep.",IRN,1964,9.193938554737839
433,Iceland,ISL,1964,9.916544014429961
434,Israel,ISR,1964,7.937191975029781
435,Italy,ITA,1964,2.79770227911493
436,Japan,JPN,1964,11.6767081963974
437,Kenya,KEN,1964,4.96446728796285
438,"Korea, Rep.",KOR,1964,9.45934551859173
439,Latin America & Caribbean (excluding high income),LAC,1964,7.30084329443439
440,Latin America & Caribbean,LCN,1964,7.4021229809612
441,Sri Lanka,LKA,1964,3.90643383740719
442,Lower middle income,LMC,1964,6.22597952107478
443,Low & middle income,LMY,1964,7.4292646666661595
444,Lesotho,LSO,1964,8.251118124536161
445,Late-demographic dividend,LTE,1964,6.58540325800408
446,Luxembourg,LUX,1964,7.86582881901583
447,Madagascar,MDG,1964,3.9625188477376003
448,Mexico,MEX,1964,11.905480768231198
449,Middle income,MIC,1964,7.65211618063344
450,Myanmar,MMR,1964,-5.894018839645059
451,Mauritania,MRT,1964,27.6908863531306
452,Malawi,MWI,1964,2.6611032676288904
453,Malaysia,MYS,1964,5.358962909393309
454,North America,NAC,1964,5.885301797908809
455,Niger,NER,1964,0.131039889603571
456,Nigeria,NGA,1964,4.950488659135161
457,Nicaragua,NIC,1964,11.6984790288109
458,Netherlands,NLD,1964,8.274903930604639
459,Norway,NOR,1964,5.00965098662395
460,Nepal,NPL,1964,7.53244855331717
461,OECD members,OED,1964,6.57301461465423
462,Pakistan,PAK,1964,7.569757449057209
463,Panama,PAN,1964,4.43213036861584
464,Peru,PER,1964,6.547867650471019
465,Philippines,PHL,1964,3.44698214533538
466,Papua New Guinea,PNG,1964,8.57028152840979
467,Puerto Rico,PRI,1964,7.060923719413671
468,Portugal,PRT,1964,6.31074738257509
469,Paraguay,PRY,1964,4.21247735842026
470,Post-demographic dividend,PST,1964,6.48582988723601
471,Rwanda,RWA,1964,-12.464992683022402
472,South Asia,SAS,1964,7.68388168743847
473,Sudan,SDN,1964,-1.1204491183343102
474,Senegal,SEN,1964,3.88392710398952
475,Singapore,SGP,1964,-3.68047532596137
476,Sierra Leone,SLE,1964,6.68523879052559
477,Somalia,SOM,1964,-6.1106233303427
478,Sub-Saharan Africa (excluding high income),SSA,1964,5.35481139917364
479,Sub-Saharan Africa,SSF,1964,5.355113540704879
480,Suriname,SUR,1964,6.50000000000013
481,Sweden,SWE,1964,6.821456714174089
482,Seychelles,SYC,1964,5.9192464561403
483,Syrian Arab Republic,SYR,1964,9.2713638022407
484,Chad,TCD,1964,-2.5109396034681
485,East Asia & Pacific (IDA & IBRD countries),TEA,1964,9.8699184845611
486,Togo,TGO,1964,14.2860112626751
487,Thailand,THA,1964,6.83099614370539
488,Latin America & the Caribbean (IDA & IBRD countries),TLA,1964,7.39958904426115
489,South Asia (IDA & IBRD),TSA,1964,7.68388168743847
490,Sub-Saharan Africa (IDA & IBRD countries),TSS,1964,5.35511354070486
491,Trinidad and Tobago,TTO,1964,7.63049977218941
492,Turkey,TUR,1964,5.45905679838097
493,Upper middle income,UMC,1964,8.224136648732669
494,Uruguay,URY,1964,2.4405207797872204
495,United States,USA,1964,5.80000000000027
496,St. Vincent and the Grenadines,VCT,1964,3.6697255646114506
497,"Venezuela, RB",VEN,1964,11.129345293262501
498,World,WLD,1964,6.6656313729272405
499,South Africa,ZAF,1964,7.93978166914069
500,Zambia,ZMB,1964,12.214048017932198
501,Zimbabwe,ZWE,1964,-1.10617185882874
502,Argentina,ARG,1965,10.5694333403429
503,Australia,AUS,1965,5.98345003182685
504,Austria,AUT,1965,3.4801749179956096
505,Burundi,BDI,1965,3.96722560866229
506,Belgium,BEL,1965,3.56065983986041
507,Benin,BEN,1965,5.29386283436426
508,Burkina Faso,BFA,1965,3.7645453805787796
509,Bangladesh,BGD,1965,1.6062582289157301
510,"Bahamas, The",BHS,1965,10.425596488082599
511,Belize,BLZ,1965,4.93054096131824
512,Bermuda,BMU,1965,4.76000000000469
513,Bolivia,BOL,1965,4.91344195519352
514,Brazil,BRA,1965,3.0534878936692404
515,Botswana,BWA,1965,5.813955063145929
516,Central African Republic,CAF,1965,0.947578712256856
517,Canada,CAN,1965,6.63654513889831
518,Chile,CHL,1965,0.950272505266042
519,China,CHN,1965,16.950000002496
520,Cote d'Ivoire,CIV,1965,-3.1096542731538097
521,Cameroon,CMR,1965,2.02605371473777
522,"Congo, Dem. Rep.",COD,1965,0.997348793527465
523,"Congo, Rep.",COG,1965,3.67646773633929
524,Colombia,COL,1965,3.6000113924408597
525,Costa Rica,CRI,1965,8.19052759411673
526,Denmark,DNK,1965,4.55525481407099
527,Dominican Republic,DOM,1965,-12.481833916106401
528,Algeria,DZA,1965,6.206898209971
529,East Asia & Pacific (excluding high income),EAP,1965,9.87559369880783
530,Early-demographic dividend,EAR,1965,5.38504517897131
531,East Asia & Pacific,EAS,1965,6.60142927313616
532,Ecuador,ECU,1965,3.27508248808506
533,"Egypt, Arab Rep.",EGY,1965,4.914042294233821
534,Euro area,EMU,1965,4.9640821344405
535,Spain,ESP,1965,6.25313489898502
536,European Union,EUU,1965,4.39442738045095
537,Finland,FIN,1965,5.30285780228266
538,Fiji,FJI,1965,-2.7002669602148504
539,France,FRA,1965,4.77803517697649
540,Gabon,GAB,1965,8.33333566041171
541,United Kingdom,GBR,1965,2.7889768283330096
542,Ghana,GHA,1965,1.36899886954238
543,Greece,GRC,1965,9.392660849813538
544,Guatemala,GTM,1965,4.36176931519063
545,Guyana,GUY,1965,10.5410187614935
546,High income,HIC,1965,5.63315943873262
547,"Hong Kong SAR, China",HKG,1965,14.642187874262
548,Honduras,HND,1965,9.03715648855948
549,Heavily indebted poor countries (HIPC),HPC,1965,4.05450109188648
550,Haiti,HTI,1965,2.16179786088399
551,IBRD only,IBD,1965,5.54788868627951
552,IDA & IBRD total,IBT,1965,5.44774678621837
553,IDA total,IDA,1965,4.66643130713149
554,IDA blend,IDB,1965,5.61599461386899
555,Indonesia,IDN,1965,1.08158946626055
556,IDA only,IDX,1965,3.7094317120820497
557,India,IND,1965,-2.6357701098536097
558,"Iran, Islamic Rep.",IRN,1965,17.217673204866
559,Iceland,ISL,1965,7.371729298707019
560,Israel,ISR,1965,9.09396559916509
561,Italy,ITA,1965,3.2680237196417496
562,Japan,JPN,1965,5.81970787298265
563,Kenya,KEN,1965,2.0090941708295103
564,"Korea, Rep.",KOR,1965,7.1836990727166405
565,Latin America & Caribbean (excluding high income),LAC,1965,4.474694412427099
566,Latin America & Caribbean,LCN,1965,5.19527246172748
567,Sri Lanka,LKA,1965,2.53695353505728
568,Lower middle income,LMC,1965,1.68360014854856
569,Low & middle income,LMY,1965,5.21476639080969
570,Lesotho,LSO,1965,2.1541055693788302
571,Late-demographic dividend,LTE,1965,6.18937668677711
572,Luxembourg,LUX,1965,-0.734933604481
573,Madagascar,MDG,1965,-0.452253863622587
574,Mexico,MEX,1965,7.0999999958586395
575,Middle income,MIC,1965,5.296945975140741
576,Myanmar,MMR,1965,10.6926495101717
577,Mauritania,MRT,1965,16.1383305020331
578,Malawi,MWI,1965,13.616493419952901
